lot,wafer,x,y,hbin,sbin,testdate,temp,testA,testB,testC
LOT456,W01,-3,-3,1,1,2026-04-22,25,0.733,0.713,5.689
LOT456,W01,-3,-2,1,1,2026-04-22,25,0.719,0.71,5.752
LOT456,W01,-3,-1,1,1,2026-04-22,25,0.718,0.762,5.818
LOT456,W01,-3,0,1,1,2026-04-22,25,0.7,0.734,6.093
LOT456,W01,-3,1,1,1,2026-04-22,25,0.719,0.723,6.152
LOT456,W01,-3,2,1,1,2026-04-22,25,0.725,0.74,6.215
LOT456,W01,-3,3,1,1,2026-04-22,25,0.751,0.763,6.314
LOT456,W01,-3,4,1,1,2026-04-22,25,0.747,0.727,6.458
LOT456,W01,-3,5,1,1,2026-04-22,25,0.768,0.744,6.541
LOT456,W01,-3,6,1,1,2026-04-22,25,0.783,0.742,6.625
LOT456,W01,-2,-7,3,102,2026-04-22,25,1.174,0.703,5.391
LOT456,W01,-2,-6,1,1,2026-04-22,25,0.787,0.717,5.43
LOT456,W01,-2,-5,1,1,2026-04-22,25,0.76,0.72,5.424
LOT456,W01,-2,-4,1,1,2026-04-22,25,0.751,0.71,5.632
LOT456,W01,-2,-3,1,1,2026-04-22,25,0.711,0.716,5.737
LOT456,W01,-2,-2,1,1,2026-04-22,25,0.7,0.7,5.792
LOT456,W01,-2,-1,1,1,2026-04-22,25,0.704,0.71,5.866
LOT456,W01,-2,0,1,1,2026-04-22,25,0.699,0.747,6.04
LOT456,W01,-2,1,1,1,2026-04-22,25,0.686,0.714,6.136
LOT456,W01,-2,2,1,1,2026-04-22,25,0.721,0.694,6.117
LOT456,W01,-2,3,1,1,2026-04-22,25,0.699,0.698,6.312
LOT456,W01,-2,4,1,1,2026-04-22,25,0.732,0.691,6.328
LOT456,W01,-2,5,1,1,2026-04-22,25,0.748,0.733,6.498
LOT456,W01,-2,6,1,1,2026-04-22,25,0.771,0.745,6.641
LOT456,W01,-2,7,3,102,2026-04-22,25,1.198,0.732,6.713
LOT456,W01,-1,-7,3,101,2026-04-22,25,1.182,0.703,5.39
LOT456,W01,-1,-6,1,1,2026-04-22,25,0.761,0.738,5.376
LOT456,W01,-1,-5,1,1,2026-04-22,25,0.753,0.717,5.578
LOT456,W01,-1,-4,1,1,2026-04-22,25,0.718,0.726,5.605
LOT456,W01,-1,-3,1,1,2026-04-22,25,0.705,0.698,5.743
LOT456,W01,-1,-2,1,1,2026-04-22,25,0.701,0.75,5.858
LOT456,W01,-1,-1,1,1,2026-04-22,25,0.676,0.73,5.831
LOT456,W01,-1,0,1,1,2026-04-22,25,0.682,0.707,6.009
LOT456,W01,-1,1,1,1,2026-04-22,25,0.685,0.69,6.16
LOT456,W01,-1,2,1,1,2026-04-22,25,0.69,0.72,6.15
LOT456,W01,-1,3,1,1,2026-04-22,25,0.718,0.721,6.226
LOT456,W01,-1,4,1,1,2026-04-22,25,0.723,0.686,6.372
LOT456,W01,-1,5,1,1,2026-04-22,25,0.743,0.715,6.5
LOT456,W01,-1,6,1,1,2026-04-22,25,0.771,0.698,6.581
LOT456,W01,-1,7,1,1,2026-04-22,25,0.81,0.731,6.64
LOT456,W01,0,-7,3,106,2026-04-22,25,1.154,0.705,5.408
LOT456,W01,0,-6,1,1,2026-04-22,25,0.771,0.675,5.462
LOT456,W01,0,-5,1,1,2026-04-22,25,0.75,0.741,5.445
LOT456,W01,0,-4,1,1,2026-04-22,25,0.728,0.703,5.528
LOT456,W01,0,-3,1,1,2026-04-22,25,0.719,0.711,5.712
LOT456,W01,0,-2,1,1,2026-04-22,25,0.696,0.683,5.879
LOT456,W01,0,-1,1,1,2026-04-22,25,0.671,0.697,5.923
LOT456,W01,0,0,1,1,2026-04-22,25,0.647,0.665,5.981
LOT456,W01,0,1,1,1,2026-04-22,25,0.665,0.716,6.092
LOT456,W01,0,2,1,1,2026-04-22,25,0.684,0.678,6.084
LOT456,W01,0,3,1,1,2026-04-22,25,0.706,0.701,6.235
LOT456,W01,0,4,1,1,2026-04-22,25,0.736,0.717,6.359
LOT456,W01,0,5,1,1,2026-04-22,25,0.734,0.733,6.508
LOT456,W01,0,6,1,1,2026-04-22,25,0.775,0.67,6.656
LOT456,W01,0,7,1,1,2026-04-22,25,0.802,0.702,6.715
LOT456,W01,1,-7,3,103,2026-04-22,25,1.162,0.704,5.276
LOT456,W01,1,-6,1,1,2026-04-22,25,0.771,0.701,5.375
LOT456,W01,1,-5,1,1,2026-04-22,25,0.734,0.701,5.52
LOT456,W01,1,-4,1,1,2026-04-22,25,0.723,0.691,5.581
LOT456,W01,1,-3,1,1,2026-04-22,25,0.717,0.664,5.692
LOT456,W01,1,-2,1,1,2026-04-22,25,0.672,0.652,5.763
LOT456,W01,1,-1,1,1,2026-04-22,25,0.692,0.694,5.966
LOT456,W01,1,0,1,1,2026-04-22,25,0.674,0.701,5.96
LOT456,W01,1,1,1,1,2026-04-22,25,0.691,0.673,6.124
LOT456,W01,1,2,1,1,2026-04-22,25,0.694,0.689,6.207
LOT456,W01,1,3,1,1,2026-04-22,25,0.71,0.681,6.357
LOT456,W01,1,4,1,1,2026-04-22,25,0.73,0.682,6.385
LOT456,W01,1,5,1,1,2026-04-22,25,0.774,0.704,6.446
LOT456,W01,1,6,1,1,2026-04-22,25,0.773,0.717,6.511
LOT456,W01,1,7,3,109,2026-04-22,25,1.199,0.653,6.741
LOT456,W01,2,-7,3,105,2026-04-22,25,1.182,0.694,5.328
LOT456,W01,2,-6,1,1,2026-04-22,25,0.777,0.689,5.381
LOT456,W01,2,-5,1,1,2026-04-22,25,0.768,0.675,5.537
LOT456,W01,2,-4,1,1,2026-04-22,25,0.759,0.685,5.667
LOT456,W01,2,-3,1,1,2026-04-22,25,0.723,0.662,5.624
LOT456,W01,2,-2,1,1,2026-04-22,25,0.72,0.698,5.763
LOT456,W01,2,-1,1,1,2026-04-22,25,0.686,0.689,5.955
LOT456,W01,2,0,1,1,2026-04-22,25,0.696,0.688,5.975
LOT456,W01,2,1,1,1,2026-04-22,25,0.708,0.683,6.069
LOT456,W01,2,2,1,1,2026-04-22,25,0.7,0.658,6.167
LOT456,W01,2,3,1,1,2026-04-22,25,0.691,0.674,6.229
LOT456,W01,2,4,1,1,2026-04-22,25,0.727,0.648,6.366
LOT456,W01,2,5,1,1,2026-04-22,25,0.744,0.689,6.4
LOT456,W01,2,6,1,1,2026-04-22,25,0.777,0.657,6.567
LOT456,W01,2,7,3,109,2026-04-22,25,1.193,0.68,6.667
LOT456,W01,3,-6,3,102,2026-04-22,25,1.185,0.677,5.352
LOT456,W01,3,-5,1,1,2026-04-22,25,0.76,0.645,5.448
LOT456,W01,3,-4,1,1,2026-04-22,25,0.769,0.671,5.63
LOT456,W01,3,-3,1,1,2026-04-22,25,0.729,0.661,5.721
LOT456,W01,3,-2,1,1,2026-04-22,25,0.715,0.655,5.785
LOT456,W01,3,-1,1,1,2026-04-22,25,0.722,0.69,5.964
LOT456,W01,3,0,1,1,2026-04-22,25,0.701,0.64,5.931
LOT456,W01,3,1,1,1,2026-04-22,25,0.709,0.685,6.174
LOT456,W01,3,2,1,1,2026-04-22,25,0.724,0.679,6.212
LOT456,W01,3,3,1,1,2026-04-22,25,0.741,0.686,6.296
LOT456,W01,3,4,1,1,2026-04-22,25,0.766,0.664,6.44
LOT456,W01,3,5,1,1,2026-04-22,25,0.778,0.686,6.571
LOT456,W01,3,6,3,101,2026-04-22,25,1.176,0.688,6.497
LOT456,W01,4,-6,1,1,2026-04-22,25,0.777,0.632,5.489
LOT456,W01,4,-5,1,1,2026-04-22,25,0.773,0.675,5.493
LOT456,W01,4,-4,1,1,2026-04-22,25,0.755,0.699,5.626
LOT456,W01,4,-3,1,1,2026-04-22,25,0.745,0.66,5.786
LOT456,W01,4,-2,1,1,2026-04-22,25,0.735,0.676,5.837
LOT456,W01,4,-1,1,1,2026-04-22,25,0.729,0.644,6.023
LOT456,W01,4,0,1,1,2026-04-22,25,0.704,0.604,6.039
LOT456,W01,4,1,1,1,2026-04-22,25,0.729,0.64,6.111
LOT456,W01,4,2,1,1,2026-04-22,25,0.733,0.649,6.217
LOT456,W01,4,3,1,1,2026-04-22,25,0.756,0.689,6.415
LOT456,W01,4,4,1,1,2026-04-22,25,0.758,0.665,6.346
LOT456,W01,4,5,1,1,2026-04-22,25,0.774,0.647,6.47
LOT456,W01,4,6,3,109,2026-04-22,25,1.199,0.655,6.638
LOT456,W01,5,-5,3,107,2026-04-22,25,1.179,0.67,5.399
LOT456,W01,5,-4,1,1,2026-04-22,25,0.78,0.635,5.59
LOT456,W01,5,-3,1,1,2026-04-22,25,0.75,0.646,5.666
LOT456,W01,5,-2,1,1,2026-04-22,25,0.751,0.64,5.788
LOT456,W01,5,-1,1,1,2026-04-22,25,0.731,0.605,5.846
LOT456,W01,5,0,1,1,2026-04-22,25,0.737,0.629,6.039
LOT456,W01,5,1,1,1,2026-04-22,25,0.741,0.644,6.037
LOT456,W01,5,2,1,1,2026-04-22,25,0.746,0.637,6.241
LOT456,W01,5,3,1,1,2026-04-22,25,0.763,0.645,6.297
LOT456,W01,5,4,1,1,2026-04-22,25,0.782,0.635,6.448
LOT456,W01,5,5,1,1,2026-04-22,25,0.779,0.644,6.498
LOT456,W01,6,-4,3,101,2026-04-22,25,1.162,0.641,5.518
LOT456,W01,6,-3,1,1,2026-04-22,25,0.795,0.624,5.669
LOT456,W01,6,-2,1,1,2026-04-22,25,0.781,0.636,5.888
LOT456,W01,6,-1,1,1,2026-04-22,25,0.782,0.613,5.944
LOT456,W01,6,0,1,1,2026-04-22,25,0.777,0.66,6.061
LOT456,W01,6,1,1,1,2026-04-22,25,0.773,0.68,6.074
LOT456,W01,6,2,1,1,2026-04-22,25,0.755,0.69,6.137
LOT456,W01,6,3,3,108,2026-04-22,25,1.209,0.631,6.324
LOT456,W01,6,4,1,1,2026-04-22,25,0.805,0.633,6.436
LOT456,W01,7,-2,1,1,2026-04-22,25,0.798,0.618,5.865
LOT456,W01,7,-1,3,107,2026-04-22,25,1.161,0.612,5.951
LOT456,W01,7,0,3,106,2026-04-22,25,1.168,0.639,6.088
LOT456,W01,7,1,1,1,2026-04-22,25,0.795,0.604,6.05
LOT456,W01,7,2,3,107,2026-04-22,25,1.179,0.593,6.273
LOT456,W01,-7,-2,3,101,2026-04-22,85,1.251,0.773,5.829
LOT456,W01,-7,-1,3,102,2026-04-22,85,1.271,0.758,5.881
LOT456,W01,-7,0,3,102,2026-04-22,85,1.262,0.762,6.048
LOT456,W01,-7,1,3,108,2026-04-22,85,1.281,0.781,6.024
LOT456,W01,-7,2,2,50,2026-04-22,85,0.85,0.792,6.265
LOT456,W01,-6,-4,3,105,2026-04-22,85,1.28,0.758,5.586
LOT456,W01,-6,-3,3,101,2026-04-22,85,1.262,0.726,5.776
LOT456,W01,-6,-2,1,1,2026-04-22,85,0.842,0.8,5.77
LOT456,W01,-6,-1,1,1,2026-04-22,85,0.842,0.758,5.943
LOT456,W01,-6,0,1,1,2026-04-22,85,0.812,0.775,5.998
LOT456,W01,-6,1,1,1,2026-04-22,85,0.838,0.75,6.058
LOT456,W01,-6,2,1,1,2026-04-22,85,0.847,0.761,6.124
LOT456,W01,-6,3,2,50,2026-04-22,85,0.862,0.748,6.279
LOT456,W01,-6,4,3,108,2026-04-22,85,1.296,0.767,6.345
LOT456,W01,-5,-5,3,107,2026-04-22,85,1.279,0.72,5.459
LOT456,W01,-5,-4,2,50,2026-04-22,85,0.854,0.736,5.644
LOT456,W01,-5,-3,1,1,2026-04-22,85,0.825,0.779,5.701
LOT456,W01,-5,-2,1,1,2026-04-22,85,0.819,0.715,5.865
LOT456,W01,-5,-1,1,1,2026-04-22,85,0.807,0.716,5.966
LOT456,W01,-5,0,1,1,2026-04-22,85,0.819,0.741,6.011
LOT456,W01,-5,1,1,1,2026-04-22,85,0.817,0.737,6.104
LOT456,W01,-5,2,1,1,2026-04-22,85,0.807,0.743,6.276
LOT456,W01,-5,3,1,1,2026-04-22,85,0.835,0.745,6.268
LOT456,W01,-5,4,1,1,2026-04-22,85,0.841,0.736,6.464
LOT456,W01,-5,5,3,101,2026-04-22,85,1.286,0.732,6.488
LOT456,W01,-4,-6,1,1,2026-04-22,85,0.843,0.739,5.444
LOT456,W01,-4,-5,1,1,2026-04-22,85,0.837,0.755,5.566
LOT456,W01,-4,-4,1,1,2026-04-22,85,0.824,0.733,5.528
LOT456,W01,-4,-3,1,1,2026-04-22,85,0.834,0.771,5.687
LOT456,W01,-4,-2,1,1,2026-04-22,85,0.788,0.767,5.782
LOT456,W01,-4,-1,1,1,2026-04-22,85,0.794,0.732,6.028
LOT456,W01,-4,0,1,1,2026-04-22,85,0.806,0.712,6.008
LOT456,W01,-4,1,1,1,2026-04-22,85,0.804,0.732,6.09
LOT456,W01,-4,2,1,1,2026-04-22,85,0.806,0.736,6.123
LOT456,W01,-4,3,1,1,2026-04-22,85,0.818,0.731,6.369
LOT456,W01,-4,4,1,1,2026-04-22,85,0.831,0.757,6.426
LOT456,W01,-4,5,1,1,2026-04-22,85,0.85,0.748,6.468
LOT456,W01,-4,6,3,107,2026-04-22,85,1.282,0.704,6.696
LOT456,W01,-3,-6,3,104,2026-04-22,85,1.3,0.764,5.483
LOT456,W01,-3,-5,1,1,2026-04-22,85,0.822,0.749,5.493
LOT456,W01,-3,-4,1,1,2026-04-22,85,0.819,0.769,5.605
LOT456,W01,-3,-3,1,1,2026-04-22,85,0.807,0.754,5.64
LOT456,W01,-3,-2,1,1,2026-04-22,85,0.804,0.717,5.718
LOT456,W01,-3,-1,1,1,2026-04-22,85,0.764,0.713,5.967
LOT456,W01,-3,0,1,1,2026-04-22,85,0.779,0.721,5.981
LOT456,W01,-3,1,1,1,2026-04-22,85,0.788,0.697,6.039
LOT456,W01,-3,2,1,1,2026-04-22,85,0.774,0.71,6.184
LOT456,W01,-3,3,1,1,2026-04-22,85,0.798,0.734,6.27
LOT456,W01,-3,4,1,1,2026-04-22,85,0.831,0.73,6.516
LOT456,W01,-3,5,1,1,2026-04-22,85,0.818,0.708,6.526
LOT456,W01,-3,6,2,50,2026-04-22,85,0.852,0.722,6.618
LOT456,W01,-2,-7,3,101,2026-04-22,85,1.286,0.748,5.222
LOT456,W01,-2,-6,1,1,2026-04-22,85,0.828,0.716,5.407
LOT456,W01,-2,-5,1,1,2026-04-22,85,0.807,0.725,5.531
LOT456,W01,-2,-4,1,1,2026-04-22,85,0.809,0.695,5.651
LOT456,W01,-2,-3,1,1,2026-04-22,85,0.781,0.764,5.782
LOT456,W01,-2,-2,1,1,2026-04-22,85,0.744,0.726,5.735
LOT456,W01,-2,-1,1,1,2026-04-22,85,0.767,0.73,5.871
LOT456,W01,-2,0,1,1,2026-04-22,85,0.761,0.719,6.008
LOT456,W01,-2,1,1,1,2026-04-22,85,0.749,0.714,6.042
LOT456,W01,-2,2,1,1,2026-04-22,85,0.755,0.708,6.249
LOT456,W01,-2,3,1,1,2026-04-22,85,0.793,0.731,6.318
LOT456,W01,-2,4,1,1,2026-04-22,85,0.802,0.701,6.369
LOT456,W01,-2,5,1,1,2026-04-22,85,0.824,0.749,6.552
LOT456,W01,-2,6,1,1,2026-04-22,85,0.819,0.717,6.462
LOT456,W01,-2,7,2,50,2026-04-22,85,0.866,0.714,6.6
LOT456,W01,-1,-7,1,1,2026-04-22,85,0.834,0.672,5.316
LOT456,W01,-1,-6,1,1,2026-04-22,85,0.836,0.725,5.391
LOT456,W01,-1,-5,1,1,2026-04-22,85,0.816,0.713,5.599
LOT456,W01,-1,-4,1,1,2026-04-22,85,0.794,0.703,5.629
LOT456,W01,-1,-3,1,1,2026-04-22,85,0.771,0.696,5.722
LOT456,W01,-1,-2,1,1,2026-04-22,85,0.741,0.684,5.822
LOT456,W01,-1,-1,1,1,2026-04-22,85,0.741,0.698,5.915
LOT456,W01,-1,0,1,1,2026-04-22,85,0.728,0.705,6.077
LOT456,W01,-1,1,1,1,2026-04-22,85,0.747,0.74,6.104
LOT456,W01,-1,2,1,1,2026-04-22,85,0.751,0.721,6.265
LOT456,W01,-1,3,1,1,2026-04-22,85,0.785,0.731,6.335
LOT456,W01,-1,4,1,1,2026-04-22,85,0.799,0.722,6.453
LOT456,W01,-1,5,1,1,2026-04-22,85,0.819,0.729,6.567
LOT456,W01,-1,6,1,1,2026-04-22,85,0.824,0.724,6.566
LOT456,W01,-1,7,3,108,2026-04-22,85,1.277,0.696,6.76
LOT456,W01,0,-7,2,50,2026-04-22,85,0.853,0.741,5.267
LOT456,W01,0,-6,1,1,2026-04-22,85,0.844,0.677,5.332
LOT456,W01,0,-5,1,1,2026-04-22,85,0.806,0.701,5.542
LOT456,W01,0,-4,1,1,2026-04-22,85,0.789,0.689,5.655
LOT456,W01,0,-3,1,1,2026-04-22,85,0.776,0.67,5.691
LOT456,W01,0,-2,1,1,2026-04-22,85,0.767,0.696,5.82
LOT456,W01,0,-1,1,1,2026-04-22,85,0.74,0.692,5.828
LOT456,W01,0,0,1,1,2026-04-22,85,0.691,0.741,6.021
LOT456,W01,0,1,1,1,2026-04-22,85,0.722,0.734,6.059
LOT456,W01,0,2,1,1,2026-04-22,85,0.757,0.712,6.146
LOT456,W01,0,3,1,1,2026-04-22,85,0.767,0.679,6.283
LOT456,W01,0,4,1,1,2026-04-22,85,0.783,0.7,6.438
LOT456,W01,0,5,1,1,2026-04-22,85,0.796,0.717,6.508
LOT456,W01,0,6,1,1,2026-04-22,85,0.819,0.687,6.632
LOT456,W01,0,7,3,101,2026-04-22,85,1.282,0.68,6.741
LOT456,W01,1,-7,3,101,2026-04-22,85,1.311,0.699,5.249
LOT456,W01,1,-6,1,1,2026-04-22,85,0.814,0.733,5.412
LOT456,W01,1,-5,1,1,2026-04-22,85,0.842,0.672,5.504
LOT456,W01,1,-4,1,1,2026-04-22,85,0.785,0.706,5.472
LOT456,W01,1,-3,1,1,2026-04-22,85,0.766,0.689,5.692
LOT456,W01,1,-2,1,1,2026-04-22,85,0.747,0.766,5.731
LOT456,W01,1,-1,1,1,2026-04-22,85,0.731,0.685,5.943
LOT456,W01,1,0,1,1,2026-04-22,85,0.748,0.693,5.975
LOT456,W01,1,1,1,1,2026-04-22,85,0.75,0.669,6.171
LOT456,W01,1,2,1,1,2026-04-22,85,0.763,0.673,6.219
LOT456,W01,1,3,1,1,2026-04-22,85,0.767,0.698,6.31
LOT456,W01,1,4,1,1,2026-04-22,85,0.794,0.715,6.466
LOT456,W01,1,5,1,1,2026-04-22,85,0.82,0.669,6.494
LOT456,W01,1,6,1,1,2026-04-22,85,0.833,0.694,6.662
LOT456,W01,1,7,3,103,2026-04-22,85,1.269,0.708,6.614
LOT456,W01,2,-7,3,108,2026-04-22,85,1.281,0.651,5.212
LOT456,W01,2,-6,1,1,2026-04-22,85,0.837,0.693,5.342
LOT456,W01,2,-5,1,1,2026-04-22,85,0.812,0.67,5.618
LOT456,W01,2,-4,1,1,2026-04-22,85,0.799,0.678,5.537
LOT456,W01,2,-3,1,1,2026-04-22,85,0.785,0.713,5.624
LOT456,W01,2,-2,1,1,2026-04-22,85,0.761,0.721,5.798
LOT456,W01,2,-1,1,1,2026-04-22,85,0.767,0.676,5.871
LOT456,W01,2,0,1,1,2026-04-22,85,0.742,0.709,5.978
LOT456,W01,2,1,1,1,2026-04-22,85,0.745,0.691,6.078
LOT456,W01,2,2,1,1,2026-04-22,85,0.795,0.678,6.224
LOT456,W01,2,3,1,1,2026-04-22,85,0.773,0.675,6.311
LOT456,W01,2,4,1,1,2026-04-22,85,0.808,0.657,6.344
LOT456,W01,2,5,1,1,2026-04-22,85,0.821,0.658,6.468
LOT456,W01,2,6,1,1,2026-04-22,85,0.842,0.651,6.594
LOT456,W01,2,7,3,102,2026-04-22,85,1.269,0.666,6.704
LOT456,W01,3,-6,1,1,2026-04-22,85,0.845,0.662,5.428
LOT456,W01,3,-5,1,1,2026-04-22,85,0.81,0.665,5.465
LOT456,W01,3,-4,1,1,2026-04-22,85,0.814,0.646,5.675
LOT456,W01,3,-3,1,1,2026-04-22,85,0.805,0.664,5.759
LOT456,W01,3,-2,1,1,2026-04-22,85,0.77,0.671,5.866
LOT456,W01,3,-1,1,1,2026-04-22,85,0.775,0.639,5.959
LOT456,W01,3,0,1,1,2026-04-22,85,0.791,0.652,6.064
LOT456,W01,3,1,1,1,2026-04-22,85,0.766,0.7,6.085
LOT456,W01,3,2,1,1,2026-04-22,85,0.786,0.661,6.14
LOT456,W01,3,3,1,1,2026-04-22,85,0.782,0.637,6.298
LOT456,W01,3,4,1,1,2026-04-22,85,0.806,0.699,6.507
LOT456,W01,3,5,1,1,2026-04-22,85,0.823,0.693,6.443
LOT456,W01,3,6,3,105,2026-04-22,85,1.266,0.686,6.561
LOT456,W01,4,-6,3,103,2026-04-22,85,1.282,0.649,5.401
LOT456,W01,4,-5,1,1,2026-04-22,85,0.85,0.651,5.529
LOT456,W01,4,-4,1,1,2026-04-22,85,0.812,0.682,5.571
LOT456,W01,4,-3,1,1,2026-04-22,85,0.816,0.701,5.728
LOT456,W01,4,-2,1,1,2026-04-22,85,0.795,0.655,5.78
LOT456,W01,4,-1,1,1,2026-04-22,85,0.799,0.634,5.944
LOT456,W01,4,0,1,1,2026-04-22,85,0.8,0.684,5.922
LOT456,W01,4,1,1,1,2026-04-22,85,0.798,0.685,6.154
LOT456,W01,4,2,1,1,2026-04-22,85,0.795,0.636,6.225
LOT456,W01,4,3,1,1,2026-04-22,85,0.807,0.676,6.355
LOT456,W01,4,4,1,1,2026-04-22,85,0.824,0.673,6.337
LOT456,W01,4,5,1,1,2026-04-22,85,0.841,0.697,6.621
LOT456,W01,4,6,3,102,2026-04-22,85,1.272,0.645,6.495
LOT456,W01,5,-5,2,50,2026-04-22,85,0.859,0.62,5.492
LOT456,W01,5,-4,1,1,2026-04-22,85,0.83,0.67,5.687
LOT456,W01,5,-3,1,1,2026-04-22,85,0.826,0.64,5.667
LOT456,W01,5,-2,1,1,2026-04-22,85,0.822,0.655,5.803
LOT456,W01,5,-1,1,1,2026-04-22,85,0.818,0.721,5.89
LOT456,W01,5,0,1,1,2026-04-22,85,0.811,0.628,6.037
LOT456,W01,5,1,1,1,2026-04-22,85,0.794,0.66,6.025
LOT456,W01,5,2,1,1,2026-04-22,85,0.832,0.652,6.175
LOT456,W01,5,3,1,1,2026-04-22,85,0.822,0.654,6.385
LOT456,W01,5,4,1,1,2026-04-22,85,0.822,0.623,6.253
LOT456,W01,5,5,2,50,2026-04-22,85,0.871,0.638,6.434
LOT456,W01,6,-4,3,101,2026-04-22,85,1.29,0.661,5.547
LOT456,W01,6,-3,3,103,2026-04-22,85,1.26,0.632,5.657
LOT456,W01,6,-2,1,1,2026-04-22,85,0.818,0.601,5.846
LOT456,W01,6,-1,1,1,2026-04-22,85,0.837,0.635,5.938
LOT456,W01,6,0,1,1,2026-04-22,85,0.837,0.652,6.045
LOT456,W01,6,1,1,1,2026-04-22,85,0.84,0.633,6.033
LOT456,W01,6,2,1,1,2026-04-22,85,0.833,0.632,6.195
LOT456,W01,6,3,1,1,2026-04-22,85,0.828,0.627,6.293
LOT456,W01,6,4,3,103,2026-04-22,85,1.295,0.63,6.443
LOT456,W01,7,-2,3,108,2026-04-22,85,1.287,0.64,5.771
LOT456,W01,7,-1,3,102,2026-04-22,85,1.29,0.623,5.874
LOT456,W01,7,0,3,101,2026-04-22,85,1.269,0.616,6.002
LOT456,W01,7,1,2,50,2026-04-22,85,0.855,0.616,6.164
LOT456,W01,7,2,2,50,2026-04-22,85,0.851,0.64,6.172
LOT456,W02,-7,-2,3,107,2026-04-22,25,1.171,0.759,5.691
LOT456,W02,-7,-1,3,104,2026-04-22,25,1.184,0.779,6.034
LOT456,W02,-7,0,3,104,2026-04-22,25,1.168,0.792,6.041
LOT456,W02,-7,1,3,106,2026-04-22,25,1.177,0.735,5.996
LOT456,W02,-7,2,1,1,2026-04-22,25,0.785,0.745,6.217
LOT456,W02,-6,-4,3,102,2026-04-22,25,1.184,0.778,5.628
LOT456,W02,-6,-3,3,103,2026-04-22,25,1.153,0.761,5.683
LOT456,W02,-6,-2,1,1,2026-04-22,25,0.768,0.772,5.855
LOT456,W02,-6,-1,1,1,2026-04-22,25,0.773,0.791,5.947
LOT456,W02,-6,0,1,1,2026-04-22,25,0.775,0.743,6.001
LOT456,W02,-6,1,1,1,2026-04-22,25,0.761,0.757,6.055
LOT456,W02,-6,2,1,1,2026-04-22,25,0.767,0.707,6.218
LOT456,W02,-6,3,3,103,2026-04-22,25,1.18,0.723,6.282
LOT456,W02,-6,4,3,109,2026-04-22,25,1.176,0.757,6.366
LOT456,W02,-5,-5,1,1,2026-04-22,25,0.778,0.711,5.53
LOT456,W02,-5,-4,1,1,2026-04-22,25,0.787,0.771,5.646
LOT456,W02,-5,-3,1,1,2026-04-22,25,0.783,0.752,5.719
LOT456,W02,-5,-2,1,1,2026-04-22,25,0.776,0.774,5.737
LOT456,W02,-5,-1,1,1,2026-04-22,25,0.761,0.754,5.876
LOT456,W02,-5,0,1,1,2026-04-22,25,0.753,0.732,6.014
LOT456,W02,-5,1,1,1,2026-04-22,25,0.747,0.767,6.01
LOT456,W02,-5,2,1,1,2026-04-22,25,0.761,0.737,6.197
LOT456,W02,-5,3,1,1,2026-04-22,25,0.781,0.761,6.293
LOT456,W02,-5,4,1,1,2026-04-22,25,0.763,0.75,6.403
LOT456,W02,-5,5,3,105,2026-04-22,25,1.167,0.747,6.452
LOT456,W02,-4,-6,3,107,2026-04-22,25,1.195,0.744,5.419
LOT456,W02,-4,-5,1,1,2026-04-22,25,0.788,0.758,5.499
LOT456,W02,-4,-4,1,1,2026-04-22,25,0.762,0.719,5.601
LOT456,W02,-4,-3,1,1,2026-04-22,25,0.738,0.74,5.723
LOT456,W02,-4,-2,1,1,2026-04-22,25,0.733,0.785,5.837
LOT456,W02,-4,-1,1,1,2026-04-22,25,0.735,0.765,5.925
LOT456,W02,-4,0,1,1,2026-04-22,25,0.716,0.733,5.96
LOT456,W02,-4,1,1,1,2026-04-22,25,0.738,0.77,6.137
LOT456,W02,-4,2,1,1,2026-04-22,25,0.741,0.712,6.119
LOT456,W02,-4,3,1,1,2026-04-22,25,0.744,0.755,6.264
LOT456,W02,-4,4,1,1,2026-04-22,25,0.744,0.753,6.452
LOT456,W02,-4,5,1,1,2026-04-22,25,0.778,0.734,6.503
LOT456,W02,-4,6,3,102,2026-04-22,25,1.2,0.771,6.595
LOT456,W02,-3,-6,1,1,2026-04-22,25,0.773,0.707,5.455
LOT456,W02,-3,-5,1,1,2026-04-22,25,0.761,0.736,5.5
LOT456,W02,-3,-4,1,1,2026-04-22,25,0.738,0.752,5.69
LOT456,W02,-3,-3,1,1,2026-04-22,25,0.756,0.727,5.724
LOT456,W02,-3,-2,1,1,2026-04-22,25,0.727,0.733,5.791
LOT456,W02,-3,-1,1,1,2026-04-22,25,0.722,0.706,5.769
LOT456,W02,-3,0,1,1,2026-04-22,25,0.716,0.728,6.01
LOT456,W02,-3,1,1,1,2026-04-22,25,0.727,0.716,6.186
LOT456,W02,-3,2,1,1,2026-04-22,25,0.717,0.728,6.219
LOT456,W02,-3,3,1,1,2026-04-22,25,0.737,0.738,6.266
LOT456,W02,-3,4,1,1,2026-04-22,25,0.738,0.753,6.357
LOT456,W02,-3,5,1,1,2026-04-22,25,0.759,0.718,6.516
LOT456,W02,-3,6,3,102,2026-04-22,25,1.177,0.732,6.548
LOT456,W02,-2,-7,1,1,2026-04-22,25,0.799,0.741,5.303
LOT456,W02,-2,-6,1,1,2026-04-22,25,0.767,0.716,5.37
LOT456,W02,-2,-5,1,1,2026-04-22,25,0.757,0.745,5.472
LOT456,W02,-2,-4,1,1,2026-04-22,25,0.729,0.736,5.556
